tweet
3 propositions pour un renouveau de la social-démocratie : 1. Un socialisme de la personne pour répondre au défi des inégalités  2. Un socialisme des territoires avec plus de décentralisation et des politiques adaptées 3. Replacer l’écologie au cœur de toutes les politiques
"Il y a urgence à réinventer un projet, à redonner de l’espoir. Face à la dérive et la faiblesse des partis de gouvernement, s’organise un face à face mortifère entre l’extrême droite et un vaste centre qui n’est pas sûr de gagner cette fois-ci. @sciencespo"
"Il est possible de redonner à la social-démocratie une place, une identité, une raison. Mais elle ne peut pas avoir d’avenir si son histoire n’est pas revendiquée avec fierté. @sciencespo"
"Nous assistons à un déclin de la social-démocratie, en Europe et dans le monde. S’agit-il de la fin d’un cycle historique, de la fin d’un idéal poursuivi par des millions de personnes dans le monde ? Je ne pense pas. @sciencespo pic.twitter.com/vIwXWJ7lZ9"
"Avec Michel Legrand s’éteint un immense compositeur. Il aimait toutes les musiques et la musique l’aimait. Il a enchanté le monde par son talent, et le cinéma de la Nouvelle Vague à Hollywood. De Rochefort à Cherbourg, la France est en deuil. Amitiés à Macha Méril et à sa famille"
"Visite de l’usine Novandie en Eure-et-Loir, qui emploie dix autistes en CDI grâce à l’association @autismcanwork lauréate de la @LaFrancesengage qui œuvre pour l’insertion professionnelle d’adultes autistes en milieu ordinaire. pic.twitter.com/pVcHm3lKOF"
"Un débat, pour être grand, doit être continu. Il doit d’abord associer les élus, les partenaires sociaux, le monde associatif. Et mobiliser les citoyens, ce qui suppose d’éviter les attitudes qui blessent (2/2) pic.twitter.com/ffEJXHfM6O"
"Pour retrouver l’harmonie, nous devons nous rassembler autour des valeurs d’égalité et de citoyenneté. Cela exige un mutuel respect : celui des institutions, comme celui des citoyens qui doivent être reconnus et entendus dans leurs souffrances et dans leurs espérances (1/2) pic.twitter.com/FnTfe3lWpN"
"Visite de l’atelier et rencontre avec les équipes de l’association @cartonplein75, lauréat de @LaFrancesengage qui œuvre pour le retour à l’emploi des personnes en situation de grande exclusion. pic.twitter.com/z2O1vch6is"
"Le 11 janvier 2015, plus de 4 millions de Français défilaient dans les rues de notre pays, unis. Souvenons nous de ces moments de concorde et de cohésion nationale dont la France est capable. pic.twitter.com/kjGotwiWeO"
"Quatre ans après, je me souviens de ces terribles journées de janvier, où notre République, nos valeurs, notre liberté ont été attaquées. Pensées pour les amis de Charlie Hebdo qui nous manquent, pour Ahmed Merabet, pour les victimes de l’Hyper Cacher, pour Clarissa Jean-Philippe"
"Que l’année 2019 soit celle de l’apaisement, notre pays en a tant besoin. L’unité ne pourra se retrouver que dans le dialogue, et dans la recherche obstinée de l’égalité et de la solidarité. Je vous adresse mes meilleurs voeux pour cette nouvelle année.  https://www.facebook.com/francoishollande.fr/posts/10157435717367502 …"
"Visite de la Cité des Dames, le premier centre d’accueil exclusivement dédié aux femmes. Merci à @_ADSF_, lauréat de @LaFrancesengage et à @ArmeeduSalut pour leur engagement en faveur des femmes les plus vulnérables. pic.twitter.com/UhapmRvP85"
"Immense tristesse ce matin. Pensées pour ceux qui ont perdu la vie hier soir à #Strasbourg, pour leurs familles, et pour ceux qui se battent pour rester parmi nous. Cette odieuse attaque vient nous rappeler que la menace terroriste est toujours présente. Soyons vigilants et unis."
"La lutte contre la corruption et pour la transparence est un mouvement irréversible et continu. C’est une exigence des peuples et une condition de la crédibilité des gouvernants, dans la crise de confiance que nos sociétés traversent #StopCorruption @sciencespo pic.twitter.com/cMfodvfq0K"
"Dans la période si grave que traverse la France, j’appelle chacun à la mesure et au refus de toutes les formes de violences. Elles engendreraient les pires dérives dont la République serait la première victime. pic.twitter.com/SpVm549yau"
"Face à un mouvement dans l’ensemble pacifique, un dénouement par le dialogue est indispensable. Il doit s’établir avec le concours des organisations représentatives (2/2)"
"Les violences qui se sont produites à Paris aujourd’hui sont inadmissibles, intolérables, inqualifiables. Elles doivent être condamnées avec la plus grande fermeté. Elles ne peuvent trouver aucune justification, sauf celle d’altérer gravement l’image de notre pays (1/2)"
"A Montauban, recueillement en mémoire d’Abel Chennouf et Mohamed Legouad. Nous ne les oublions pas. Je pense aussi à Loïc Liber et aux blessures qui demeurent. pic.twitter.com/7bsboMS4yA"
"Le peuple français aspire à être regardé, entendu, compris. https://twitter.com/franceinter/status/1066958740224729088 …"
"Une semaine avant l’ouverture de la COP24, je serai demain l'invité du Grand Entretien de @ndemorand et @LeaSalame. Rendez-vous à 8h20 sur @franceinter https://twitter.com/franceinter/status/1066734508148350977 …"
"Il faut réarmer la gauche intellectuellement, politiquement, démocratiquement. J’y prendrai ma part, comme citoyen. pic.twitter.com/cHbdjGXFdP"
"Rencontre chaleureuse avec Alexis Tsipras. Il a réussi à redresser la Grèce et à l’arrimer à la zone euro, grâce au peuple grec qui a été si courageux. pic.twitter.com/Rj5vIojwe1"
"Heureux de revoir le Président grec, mon ami Prokopis Pavlopoulos. Nos échanges ont été précieux et déterminants dans la résolution de la crise et le maintien de la Grèce dans la zone euro. pic.twitter.com/T0WcEyNVtM"
"Très fier d’inaugurer aujourd’hui l’#IdeasBox de @BSF_France, lauréat de la @LaFrancesengage dans le camp de réfugiés d’Eleonas à Athènes. Pour que personne ne soit oublié, pour que même les personnes les plus vulnérables aient accès à la connaissance. https://twitter.com/BSF_France/status/1063084863136432128 …"
"Trois ans après, l’épreuve que nous avons surmontée ensemble est toujours aussi présente. Je pense à tous ceux qui ont perdu la vie ce soir de novembre 2015, et à ceux qui continuent, chaque jour, à vivre avec les cicatrices de ce douloureux souvenir. https://www.lemonde.fr/attaques-a-paris/visuel/2015/11/25/enmemoire_4817200_4809495.html …"
"À Tulle, cérémonie d’hommage à ceux qui ont perdu la vie il y 100 ans pour notre liberté. À nous d’être à la hauteur de ce sacrifice et de nous souvenir chaque jour à quel point la paix peut être fragile #11novembre #CentenaireArmistice pic.twitter.com/BxoL6psOVe"
"L’Histoire n’isole pas une étape, même glorieuse d’un parcours militaire. Elle juge l’immense et indigne responsabilité d’un maréchal qui a délibérément couvert de son nom et de son prestige, la trahison, la collaboration et la déportation de milliers de juifs de France."
Le résultat oblige néanmoins au respect de tous et justifie plus que jamais la poursuite du dialogue et la pleine application des engagements pris (2/2)
"Le vote des calédoniens, avec une participation exceptionnelle et une majorité en faveur du maintien dans la République, vient consacrer l’une des étapes majeures du processus ouvert par les accords de Matignon et de Nouméa (1/2)"
"Il y a 5 ans Ghislaine Dupont et Claude Verlon, deux journalistes de @RFI, étaient lâchement assassinés au Mali, alors qu’ils faisaient leur métier au nom de la liberté. Je pense à eux aujourd’hui. pic.twitter.com/oRjtMnFngI"
"La démocratie n’est pas irréversible, et les digues contre le populisme ne sont pas indestructibles. Il faut recréer un lien, du partage, des échanges avec les citoyens. C’est le rôle des corps intermédiaires et des partis politiques, qu’il faut respecter.  https://www.liberation.fr/france/2018/11/01/hollande-nous-sommes-dans-un-moment-tres-grave-pour-les-democraties_1689364 …"
"La réalité politique dépasse la fiction. Et elle est parfois dangereuse. Face au populisme, je défends « la démocratie jusqu’au bout », car nous avons besoin de partis et de corps intermédiaires qui, renouvelés, prennent en compte les aspirations des citoyens et des territoires. https://twitter.com/LePoint/status/1052807059505389569 …"
"Présent dans leur département  vendredi et samedi, j’exprime toute ma solidarité aux Audois dans l’épreuve terrible qu’ils subissent. #Aude"
Le #Tourdefrancedelengagement de @LaFrancesengage a démarré aujourd’hui sur l’île de la Réunion. Au programme : visite de projets solidaires et lancement du concours Outre-Mer ! pic.twitter.com/iZ6h0diCP2
"Trois ans après la COP21, le rapport du #GIEC est une nouvelle alerte qui doit ouvrir les yeux de tous, et surtout de ceux qui ne veulent pas voir. L’ensemble de la communauté internationale doit se mobiliser, avant qu’il ne soit trop tard ! https://www.lemonde.fr/climat/article/2018/10/08/climat-le-rapport-de-la-derniere-chance_5366081_1652612.html …"
"Je suis socialiste de cœur et de raison. La social-démocratie doit être une force d’avenir, mais il faut être clair : il n’y aura pas de renouveau de la pensée socialiste sur des ambiguïtés ou des additions de pensées contradictoires. #TDInfos @publicsenat pic.twitter.com/CGUvvmluea"
"Le Président de la République doit être le seul chef de l’exécutif, il ne doit plus y avoir de Premier ministre. C’est ma vision de ce que doit être la Ve République moderne. #TDInfos @publicsenat pic.twitter.com/ByPs6GsHqR"
"Aujourd’hui il y a une double centralisation, c’est une erreur. Il faut aller vers les territoires, et pour cela il ne faut pas ignorer les corps intermédiaires : collectivités, syndicats, associations, partis politiques. #TDInfos @publicsenat pic.twitter.com/xfCC2aYHBX"
