tweet
"L'exemple de Huawei est frappant, et la volonté des États-Unis d'imposer leurs décisions à tous. L'Europe devrait être capable de parler aussi fort que les autres, c'est tout l'enjeu des prochaines échéances européennes. #le79inter"
"Il faut approfondir les études sur les 80km/h, j'estime que la décision ne doit pas être la même partout en fonction des conditions de circulation et de dangerosité. #le79inter"
"La question du nombre de postes de fonctionnaires a pollué l'action publique depuis des décennies, la question doit être sur la nature de l'action publique à définir. Il est clair que l'Etat est mal organisé. #le79inter"
"Les débats que je tiens à #Pau montrent que les frontières traditionnelles n'existent plus. Ce que les citoyens recherchent, c'est un sens à leurs actions. #le79inter"
Ce qui ressort du #GrandDebatNational ce sont des questions qui fermentent dans la société française depuis au moins 30ans. C'est un moment historique. #le79inter
"J'aurai le plaisir de vous retrouver ce mercredi à 8h20, dans la matinale de @franceinter, avec @LeaSalame et @ndemorand.  Le direct ▶️  https://www.franceinter.fr  pic.twitter.com/6DchHUeV1n"
 pic.twitter.com/M18cdTuKLI
Ouverture de la médiathèque à partir d’aujourd’hui le dimanche matin. Concert de Nico Wayne Toussaint et Michel Foizon. Face aux nouvelles halles. Un plus de vie et de culture partagée pour notre ville. pic.twitter.com/hcMZCeAgWl
"Aucune porte n'est fermée, aucune question n'est interdite, comme il est écrit dans la #LettreAuxFrancais #RTLMatin"
"Ce qui se passe chez nous est observé de part et d'autres du monde. Il y a une attente de sens, non seulement d'économie mais aussi de solidarité au sein de ce #GrandDebatNational #RTLMatin"
"Ce débat est une première sans précédent dans notre pays. Cela va être l'occasion et, espérons, la chance de redéfinir le pacte social français au plus près des acteurs locaux et particulièrement les maires. #RTLMatin"
"J'aurai le plaisir de vous retrouver ce mardi à 7h45 dans la matinale @RTLFrance, au micro d'@EliMartichoux.  Le direct ▶️  https://www.rtl.fr/direct  #RTLMatin pic.twitter.com/6Ee9yoUXq2"
" http://www.larepubliquedespyrenees.fr/2019/01/11/francois-bayrou-la-societe-est-en-voie-d-explosion-continue,2501288.php …"
"Il est scandaleux que le PDG de Renault ne soit plus résident fiscal français, c'est un symbole de rupture du pacte social du pays. Il faut remettre cela à plat de façon sereine, sans tomber dans la chasse aux sorcières. #8h30politique"
"Santé, éducation... Ce qui compose le modèle français est aujourd'hui remis en cause. Les maires doivent être ainsi les intermédiaires de cette démarche citoyenne. #8h30politique"
"Ce débat est une affaire de citoyens pour s'exprimer sur l'identité du pays, sans interdire de questions, et répondre aux grandes questions telles le projet social français, que doivent être nos objectifs environnementaux notamment. #8h30politique"
Nous devons retrouver des institutions qui ont du sens. Il est dangereux de dépouiller de leur légitimité des responsables qui ont été élus par le peuple. #8h30politique
Nous devons sortir de cette période de troubles et ouvrir une nouvelle période. C'est ce que doit permettre le #GrandDébatNational et doit amener à la redéfinition du projet pour notre pays. #8h30politique
"J'aurai le plaisir de vous retrouver ce jeudi à 8h30 dans la matinale de @franceinfo, avec @Marcfauvelle et @RenaudDely.  Le direct ▶️  https://www.francetvinfo.fr/en-direct/tv.html … #franceinfo #8h30politique pic.twitter.com/2esGORNoBS"
Meilleurs vœux pour cette nouvelle année !  La vidéo est disponible en intégralité sur ce lien :  http://mouvementdemocrate.fr/article/bonne-annee … pic.twitter.com/thEhtDgxM1
"Vous inventez des histoires de personnes. Oui j’ai défendu une orientation légèrement différente. Mais une majorité, cela sert à ça. Nous devons toujours confronter nos visions. C’est beaucoup plus sain que les croche-pieds et les coups en douce. #bfmpolitique"
Je suis depuis très longtemps réticent aux niches fiscales qui sont le plus souvent accaparées par les plus riches revenus de notre pays. #bfmpolitique
"Dans mon esprit, le président de la République est en même temps, un consul et un tribun de la plèbe. Les deux à la fois. C’est la force et la noblesse de cette fonction. #bfmpolitique"
"Ce qu'a fait @EmmanuelMacron lundi, il l'a fait contre toute la haute administration, contre ceux qui disent que ce n'est pas possible #BFMpolitique"
"Je n’ai pas vu une seule liste de revendications sans une attente d’une représentation démocratique plus juste. Ils parlent de la proportionnelle, de la reconnaissance du vote blanc. Ns pouvons améliorer et réformer l’article 11 de  notre Constitution pr faciliter le référendum"
#GiletsJaunes La politique n’est pas une affaire d’initiés. Elle nous concerne tous et elle est l’affaire de tous. #bfmpolitique
