tweet
Ha sido un placer recordar con @anapastorjulian los éxitos de España y del @PPopular en estos años y mirar al futuro con optimismo. Encantado de encontrar a tantos compañeros en la Convención del PP. #EspañaEnLibertad pic.twitter.com/BjZxVDih4W
Orgulloso y feliz de acompañar al nuevo Presidente de la Junta de Andalucía en un día histórico. Enhorabuena a @JuanMa_Moreno y a todos los compañeros del PP de Andalucía. #UnNuevoGobierno pic.twitter.com/maZw6EXCQi
"La España que nace en el 78 es la mejor de nuestra Historia. Miremos hacia delante y sigamos apostando por la convivencia, tolerancia y concordia: valores que han hecho de nuestra Constitución no un logro del pasado sino una esperanza para el futuro. MR   #40AñosDeConstitución"
"Lo que me habéis dado es más de lo que nunca pudo imaginar un joven estudiante de oposiciones, aficionado a la política, que pegaba carteles por las noches. De todo corazón, gracias y hasta siempre.   #19CongresoPP pic.twitter.com/zQHwMxFnxD"
"Gracias a mi familia por ayudarme a cumplir mi sueño, y especialmente a mi mujer. Nunca me habéis fallado.   Gracias, Viri.   #19CongresoPP pic.twitter.com/gHurNCQIkK"
"La reciente Historia de España es la de un éxito, no lo olvidéis nunca. Nos hemos situado en el grupo de cabeza en muchas cosas. Hay que decirlo: somos una gran nación. España es mejorable, pero digamos la verdad completa: jamás ha existido una España mejor.   #19CongresoPP pic.twitter.com/P5vaGDCDQJ"
"Adoro a España, a sus tierras y a sus gentes. Ser del @PPopular y contribuir a mejorar tu país es una de las mejores formas de hacerlo. Gracias.   #19CongresoPP pic.twitter.com/awZnJXXhLW"
"Me aparto, pero no me voy. Seguiré con mi partido, el @PPopular, al que he dedicado toda mi vida, aportando lo que se me pida lejos de los focos y de la primera línea. Y lo haré con lealtad.  #19CongresoPP pic.twitter.com/J3SMXdz0Z0"
"He tenido el honor de ser político, y a mucha honra. La política es una tarea necesaria. A quien duda de ello, le digo: ¿acaso tantas personas se han jugado la vida en el País Vasco por ambición o dinero? NO. Fue por la libertad. Y son un ejemplo para todos. #19CongresoPP pic.twitter.com/g85MBt6JQk"
"Este partido es independiente, no tiene más tutela que la de todos vosotros; no hemos aceptado más instrucciones que las que nos dictan los españoles. Estamos aquí para defender a la gente y lo hemos demostrado. Somos el @PPopular.  #19CongresoPP pic.twitter.com/zMYOouAtx5"
"Desde 2009 los españoles se han empeñado en que el @PPopular ganara todas las elecciones de ámbito nacional. Una coalición de perdedores nos echó del Gobierno, porque prefieren un gobierno débil para cobrarse sus apoyos a un @PPopular que ni cede ni cederá.  #19CongresoPP pic.twitter.com/NmeWMldmQc"
"La política de mi Gobierno y del @PPopular ha sido siempre aplicar la ley, respetar las resoluciones judiciales, defender a las FCSE y cooperar con los países amigos. Juntos, con el apoyo de todos los españoles, hemos derrotado a ETA. A cambio de nada.  #19CongresoPP pic.twitter.com/dlUVUlOye9"
Jamás he caído en la tentación de negociar con ETA; jamás he pagado ningún precio político que beneficie a los asesinos; y jamás he procedido a un acercamiento de presos. Siempre he estado con la ley y al lado de las víctimas.  #19CongresoPP pic.twitter.com/XqnOzid7wc
El desafío de Cataluña ha sido uno de los más graves a los que nos hemos enfrentado los españoles. Aplicamos el art. 155 de la Constitución y hoy todos sabemos que la democracia española puede defenderse con el arma más democrática y contundente que existe: la ley. #19CongresoPP pic.twitter.com/HFtvofjGRK
"Hoy podemos decir con legítimo orgullo que dejamos un país mejor del que nos encontramos. Hemos dado la vuelta por completo a la crisis económica, y eso está en el haber del @PPopular.  #19CongresoPP pic.twitter.com/uKmb2Op7Rw"
"Durante 14 años he sido presidente del @PPopular. He dado todo lo que he podido, pero no vale nada comparado con tanto como he recibido de vosotros. Gracias. Tengo el orgullo de haber hecho algo bueno por España.  #19CongresoPP pic.twitter.com/0aSEvzo8LP"
"Vengo a despedirme como presidente del Partido y a daros a todos las gracias. No es fácil, porque tengo mucho que agradecer. Considero un honor ser militante del @PPopular, y lo seré siempre, y haber trabajado con vosotros por España. pic.twitter.com/JZK5iFs5Ct"
Gracias.  #19CongresoPP pic.twitter.com/hS3rNYj8cg
"Llegamos al #19CongresoPP. Emoción y honor, un cruce de sentimientos; un momento que recordaré siempre. pic.twitter.com/AhVkCn54Pg"
"Los españoles eligen al @PPopular cuando más nos necesitan. Hoy donde había paro dejamos empleo; donde había ruina, bienestar; y donde se burlaba ley, se ha restaurado el orden. Seguimos a vuestra disposición."
"Hemos creado más de dos millones setecientos mil puestos de trabajo. Logramos, con el esfuerzo de todos los españoles, conducir a nuestro país por la senda de la certidumbre y la recuperación. Estaremos preparados porque España puede volver a necesitarnos en cualquier momento."
"Somos el primer partido de España. Defendemos la unidad y la soberanía nacional; hemos luchado contra el terrorismo sin concesiones, con la ley en la mano y nuestras convicciones; y nos hemos enfrentado con éxito a la mayor crisis económica."
