tweet
@pottebonneville
Je ne t’ai pas vu : dommage.
Bon courage et solidarité @bleu_isere
"Cet hymne éternel qui n’est pas un chant d’esclaves soumis mais une ode à la Liberté et à l’Amour. A tous ceux qui luttent pour leur dignité, en France, en Italie, en Europe et partout dans le monde. #JoyeuxNoël https://www.youtube.com/watch?v=xRi4_ne0VYM&feature=share …"
"Ce n’est pas exactement ce que j’ai dit. Sa manière d’exercer le mandat que lui ont confié les électeurs est « verticale » et solitaire, « jupiterienne » comme il l’a dit lui-même. Ne travestissez pas les propos pour les caricaturer."
#LEspritPublic C’est maintenant @franceculture https://twitter.com/franceculture/status/1071090598592110592 …
Je suis vraiment désolée que ce petit problème de santé m’oblige à annuler ma venue ! Merci de m’excuser auprès des lecteurs.
Merci à vous.
Magnifique palmarès @Cinemed1 Le jury présidé par @RGuediguian a choisi le très beau film de Laura Lucchetti « Fiore Gemello » qui nous parle de la Méditerranée et de ceux qui s’aiment sur toutes ses rives. https://twitter.com/Cinemed1/status/1056263775962181632 …
Ce soir c’est la clôture de @Cinemed1 et cela commence par le Prix Jeune Public fait en partenariat avec le CcAs @montpellier_ pic.twitter.com/JxhgxRC14a
Lire de la poésie : de A à Z... (50/50) : Camus poète...  http://www.bonheurdelire.com/2015/12/lire-de-la-poesie-de-a-a-z-50-50-camus-poete.html … via @
"Un film magnifique, juste et émouvant @LouisJulienP #LesInvisibles sortira le 9 janvier mais d’ici là voyez-le dans des festivals @Cinemed1 https://twitter.com/cleparc/status/1055724202345619456 …"
Le festival @Cinemed1 s’engage pour la parité et la diversité dans le cinéma avec l’association 50/50 @5050x2020 @cleparc pic.twitter.com/mQdSTKUMpJ
Désolée de ne pas pouvoir en être car je ne pourrai pas venir @lacoupole62 le weekend prochain. Mais serai de tout cœur avec vous. Merci de votre invitation. Ce sera un hommage émouvant et mérité. Bien à vous. AF
d’ailleurs c’est pour ça que j’ai quitté le gouvernement en 2014
Je suis pour #LesIdeaux ce jeudi soir à 18h à l’Espace Ouest-France à Rennes à l’invitation de la librairie @lefailler pic.twitter.com/R9eMZqwWkn
Merci beaucoup Kenza !
"Merci à Jean-Louis Fabiani pour son beau, très beau texte @aoc https://twitter.com/AOC_media/status/1046761609740398593 …"
Of course but so cliché cette manière de voir les Français(es).
Drôle ! @thetimes2 pic.twitter.com/0af278SIP4
Merci pour la comparaison avec le Talon de Fer ! Amitiés
Merci @sderoyer @lemondefr pour ce portrait #LesIdeaux https://twitter.com/JeanBirnbaum/status/1042692343839842305 …
"Élégant, merci 😉! https://twitter.com/gaspardgantzer/status/1041392750988591104 …"
Merci Linda !
Merci !
Une excellente décision tant attendue. Bravo! Macron reconnaît la responsabilité de l’État français dans l’assassinat de Maurice Audin via @Mediapart https://www.mediapart.fr/journal/france/130918/macron-reconnait-la-responsabilite-de-l-etat-francais-dans-l-assassinat-de-maurice-audin?utm_source=twitter&utm_medium=social&utm_campaign=Sharing&xtor=CS3-67 …
Un très bel article de Jerome Garcin dans @laprovence sur  #LesIdéaux Merci! pic.twitter.com/OJbyIiUtcF
À Nancy pour le @Livresurlaplace je débattrai @francebleue au forum à 14h30 #LesIdéaux pic.twitter.com/TgcMKg4kEA
