tweet
"La sécurité est l’affaire de tous : j’inaugure la maison de sécurité du quotidien de Vernouillet qui rassemble @PoliceNationale, police municipale, médiateurs de la ville et bailleurs sociaux.  ✅ Plus de lien avec la population  ✅ Partenariat renforcé entre tous les acteurs pic.twitter.com/3uXkna7axW"
"Quand un dispositif fonctionne, il faut le renforcer. 📢 J'annonce ce matin la création de 17 nouveaux quartiers de #ReconquêteRépublicaine. ✅ Au total, 32 quartiers bénéficieront d'effectifs supplémentaires en 2019 grâce à la #PoliceSécuritéQuotidien. 🗞️ https://goo.gl/jbSBvk  pic.twitter.com/Mk9ugvjI0X"
"➕ de terrain, ➕de moyens pour➕de résultats : dans @le_Parisien, je reviens sur la #PoliceSécuritéQuotidien, 1 an après son lancement.  Avec @NunezLaurent, notre détermination est totale pour assurer la sécurité des Français, partout sur le territoire. 🗞️ https://goo.gl/jbSBvk  pic.twitter.com/SnTOta6CgK"
"J'évoque avec mes homologues les propositions de la France et de l'Allemagne pour enfin faire aboutir la réforme du régime d'asile européen, nécessaire pour que l'Union européenne puisse mieux faire face aux défis migratoires. 🇷🇴🇪🇺 #ro2019eu pic.twitter.com/UmzvjsrHrc"
La coopération avec nos partenaires européens est essentielle pour lutter efficacement contre le terrorisme : c’est l’objet de notre première session de travaux. 🇷🇴🇪🇺 #ro2019eu pic.twitter.com/WaVkLDhoSL
"🇷🇴 J’arrive à Bucarest où je retrouve mes homologues européens pour un conseil informel organisé en marge de la présidence roumaine de l’Union européenne. Au programme : lutte contre le terrorisme, coopération policière, sécurité de nos frontières et questions migratoires. pic.twitter.com/90Y7NaXKPR"
"L’intégration, c’est la chose la plus noble que peut offrir la République. C’est donner une maison commune. C’est créer mille chances pour que chacun puisse trouver sa voie, s’y épanouir, réussir, tout en restant soi-même. pic.twitter.com/BiAZI9PrrJ"
Affirmer que tous les indicateurs de la délinquance sont au vert grâce à la #PoliceSécuritéQuotidien ne serait pas honnête. Mais il faut constater que les vols et les cambriolages ont significativement baissé en 2018. Et nous sommes mobilisés pour poursuivre cette tendance. pic.twitter.com/mbcOxNOiQY
"Parce qu'on ne traite pas des questions de sécurité de la même manière dans les zones rurales ou dans les Métropoles, sur le littoral ou dans nos territoires de montagne, la #PoliceSécuritéQuotidien c'est du « sur-mesure ». pic.twitter.com/RATAVnUh9V"
"La #LoiAntiCasseurs vient d'être adoptée par 387 voix pour et 92 contre, en première lecture, par l'Assemblée nationale. Je remercie l'ensemble des députés pour leur contribution à notre indispensable et nécessaire travail législatif qui va désormais se poursuivre au Sénat."
L'hommage de la représentation nationale aux @PompiersParis. pic.twitter.com/hCXEWMyT6F
"Une fois encore, les militaires de la brigade des @PompiersParis ont fait honneur à leur uniforme.  J’ai pu voir ce matin, sur le terrain, combien leur mission fut périlleuse et combien leur engagement fut déterminant. pic.twitter.com/QhuKPsk0hc"
"Rue Erlanger. Sans le courage et l’exceptionnel engagement des @PompiersParis, le bilan aurait été encore plus lourd. Je suis venu leur faire part de la gratitude et de la reconnaissance de l’ensemble du ministère de l’Intérieur dont ils font chaque jour la fierté. #ParisXVI pic.twitter.com/8jNxhMcKqw"
Mes pensées accompagnent les familles et proches des victimes du tragique incendie qui vient d’endeuiller la capitale. Hommage aux @PompiersParis qui ont lutté toute la nuit contre les flammes. Tout est mis en œuvre pour identifier les causes de ce drame.
"Une loi de protections, une loi de liberté. Ma tribune ➔  https://goo.gl/iMtmJE "
