tweet
"Hier à #Strasbourg, pour évoquer la lutte contre la #corruption en Europe à l'invitation du Master 2 Juriste conformité de @unistra pic.twitter.com/r9ba1slm63"
 pic.twitter.com/jcHCwfhZDH
"@Alstom, @Siemens, il faut réagir  :  La position de la #Commission européenne n'est pas acceptable. pic.twitter.com/wRtXkaZHAg"
Sagesse et profondeur de l'analyse de François Sureau. https://www.lemonde.fr/societe/article/2019/02/04/francois-sureau-c-est-le-citoyen-qu-on-intimide-et-pas-le-delinquant_5418736_3224.html?utm_medium=Social&utm_source=Twitter#Echobox=1549266911 …
"📻 je serai demain matin à 11h sur @francemusique dans ""Musique émoi"" de Elsa Boublil   https://www.francemusique.fr/emissions/musique-emoi … pic.twitter.com/edzFyktzSt"
"Le grand compositeur Michel Legrand nous a quittés. Sa musique nous rendait nostalgiques. Pour moi, elle restera pour toujours celle des parapluies de Cherbourg. Cherbourg est triste en ce jour, comme notre pays. pic.twitter.com/rTFTiH9hzh"
"Aux 50 ans de l'@AfjeAfje pour le colloque "" #Europe : Compétitivité et souveraineté. Quel rôle pour le droit ?"" #AFJE50 pic.twitter.com/KUSxxnVIOu"
"Conférence de @ScPoLawReview sur l'actualité des deals de justice avec Pierre Servan-Schreiber, Hubert de Vauplane et Régis Bismuth : la corruption créé une distorsion de la concurrence par le détournement des règles de droit au profit d’un petit nombre. pic.twitter.com/f4pcFx3AO4 – à Conseil Constitutionnel"
Hommage aux pompiers valeureux de la BSPP qui ont perdu la vie hier à Paris alors qu'ils intervenaient pour sauver des vies. Affection et solidarité avec toutes les familles des victimes.
Recueillement en mémoire des victimes des attentats de janvier 2015 au siège de #CharlieHebdo et de l' #HyperCacher. Jamais nous n’oublierons.
Policiers violemment agressés aujourd'hui dans l'exercice de leurs missions. Ces débordements sont choquants et inacceptables. Respect pour les forces de l'ordre qui assurent chaque jour la protection des Français au péril de leurs vies.
J'apporte mon soutien aux députés visés par de lâches menaces à caractère raciste. La haine et le racisme doivent être combattus avec la plus grande fermeté par la république. #StopRacisme @AssembleeNat
"Tous mes vœux à tous nos compatriotes de métropole et d'Outre mer. Que 2019 soit l'année de l'apaisement, de la justice et du respect de chacun. Qu'elle donne à la République cette irrépressible force dont nous sommes tous comptables  et dont l'Europe a tant besoin."
"Tout mon soutien à @ZinebElRazhoui, menacée de mort pour ses propos sur la République, la laïcité et leur relation à l'islam.  La République ne peut tolérer les menaces, la violence. Il faut ds notre pays restaurer la notion de respect, de tolérance,d'altérité et refuser la haine"
"Mes pensées vont aux victimes de la fusillade de #Strasbourg. Solidarité avec les Strasbourgeoises et les Strasbourgeois. Soutien aux autorités, aux forces de l'ordre et aux services de secours mobilisés."
Il faut ce soir remercier une fois encore les forces de l'ordre qui ont fait dans tout le pays et avec maîtrise un remarquable travail face à des violences nombreuses et inacceptables.
 https://www.lesechos.fr/idees-debats/cercle/0600301153945-reconstruire-le-pacte-democratique-2228323.php …
 pic.twitter.com/nhvzlrmTaI
 https://www.lemonde.fr/politique/article/2018/12/04/bernard-cazeneuve-le-sentiment-du-mepris-ne-peut-qu-engendrer-la-meprise_5392389_823448.html …
Félicitations aux diplômés de @Iris_SUP_  C'est un plaisir d'avoir été choisi comme parrain de la promotion 2018 🎓 pic.twitter.com/XfBp2XYVGj
"Je suis heureux, suite au procès au cours duquel j'ai eu l'occasion de plaider avec mes confrères, que la justice ait fait preuve d’une détermination sans faille dans le combat contre la haine antisémite qui prolifère dans l’anonymat sur Internet.   https://www.lemonde.fr/pixels/article/2018/11/27/la-justice-francaise-ordonne-le-blocage-du-site-raciste-democratie-participative_5389364_4408996.html …"
"Retrouvez mon intervention sur les relations transatlantiques, dans le cadre d'un débat organisé à #Cambridge  avec Jeh Johnson, ancien Ministre de l'Intérieur des Etats-Unis ⤵️ https://twitter.com/cambridgeunion/status/1064587542488641536 …"
Excellente interview de @CfdtBerger dans @lemondefr. Ne pas saisir la proposition de la CFDT d'une rapide réunion État/partenaires sociaux/associations pour un pacte social de conversion écologique serait pire qu'une erreur:dans le contexte une faute grave https://www.lemonde.fr/politique/article/2018/11/19/gilets-jaunes-pour-laurent-berger-la-reponse-du-premier-ministre-manque-de-cap-et-de-sens_5385373_823448.html …
 http://m.leparisien.fr/international/l-alliance-franco-britannique-demeure-plus-importante-que-jamais-pour-la-securite-de-l-europe-17-11-2018-7945299.php …
 https://www.ouest-france.fr/economie/entreprises/nominations/think-tank-bernard-cazeneuve-nouveau-president-du-club-des-juristes-6072144 …
 https://www.lagazettedescommunes.com/590404/lagence-francaise-anticorruption-au-scalpel/ …
#13novembre 2015 - 13 novembre 2018. Hommage aux victimes du terrorisme et de la barbarie.  La République ne les oubliera jamais. pic.twitter.com/ryFaQ42avq – à Le Bataclan
Succès de la formation aux enjeux de la Loi Sapin II organisée ce matin par @LCDCompliance et @AugustDebouzy CC @bvangaver #businessethics #compliance pic.twitter.com/zRaRgzeCON
"Dans le cadre de mon enseignement à l'Ecole d'Affaires publiques de @sciencespo, je suis heureux d'accueillir @JKingEU, Commissaire européen à la Sécurité de l'Union pour évoquer le rôle de l' #UE dans la lutte #antiterroriste. pic.twitter.com/MVy9K3GPUp"
"C'est toujours avec émotion que je retrouve le #Cotentin, ses paysages, ses jardins et surtout celles et ceux qui font battre le coeur de ce territoire. Je suis heureux d'avoir remis aujourd'hui la décoration de l'ordre national du mérite à Stéphane Marie 🍃 #SilenceCaPousse. pic.twitter.com/RQS8wHcto2"
"Les violences à caractère #antisémite et #raciste sont inacceptables. J'apporte mon entier soutien au maire de #Brumath, au @Prefet67 et à nos concitoyens visés par ces attaques indignes. La plus grande détermination républicaine s'impose face au retour de la haine."
"📰 Retrouvez ma tribune cosignée avec Lord Robertson, ancien Secrétaire général de l'OTAN, dans le @guardian : ""L' Alliance Royaume-Uni-France est cruciale pour la sécurité de l'Europe.""  #CoopérationFrancoBritannique @i_montaigne @policyatkings🇫🇷🇬🇧 https://www.theguardian.com/commentisfree/2018/nov/08/uk-france-europe-security-brexit?CMP=share_btn_tw …"
"Conférence avec Jeh #Johnson, ancien Ministre de l'Intérieur de Barack #Obama à @sciencespo : politique américaine,  #Terrorisme, #sécurité pic.twitter.com/5HMSzVECc7"
Je serai ce soir à @sciencespo pour une conférence sur la solidarité euro-atlantique contre le terrorisme avec Jeh Johnson. ⤵️ https://twitter.com/sciencespo/status/1060170178976202757 …
"#Défense et #sécurité : retrouvez le rapport que j’ai cosigné avec Lord Robertson, ancien SG de l’OTAN pour @i_montaigne et  @policyatkings. #CoopérationFrancoBritannique 🇫🇷🇬🇧 https://www.institutmontaigne.org/publications/partenariat-franco-britannique-de-defense-et-de-securite-ameliorer-notre-cooperation …"
"Débat à @cambridgeunion sur les relations transatlantiques avec mon ami Jeh Johnson, ancien Ministre de l'Intérieur sous l'administration Obama, @vincecable, @emilythornberry   #CUSSpecialRelationship #UK #US #EU pic.twitter.com/0yfEOo9WQF"
 https://www.touteleurope.eu/actualite/bernard-cazeneuve-sortir-de-schengen-c-est-rendre-l-europe-aveugle.html …
"Consultation européenne sur l' #Europe. Merci aux collaboratrices et collaborateurs d' @allianzfrance pour cet échange riche sur le #climat, la lutte #antiterroriste, les valeurs démocratiques de l'UE. #QuelleEstVotreEurope pic.twitter.com/fhembqrvjq"
"A la 6ème conférence annuelle du @LCDCompliance. Au plan international, la législation française doit être appuyée d’un dispositif européen crédible: la mise en œuvre d’un paquet #compliance devrait constituer l'un des objectifs prioritaires de la prochaine mandature #européenne pic.twitter.com/eDPfWpKNXN – à Ocde"
"A l'occasion de la #Journeeinternationaledelapaix, c'est l'occasion de transmettre aux jeunes de notre pays la mémoire des conflits et de rappeler que la défense des #libertés fondamentales reste un défi très actuel. #Europe #PeaceByPeace #PeaceDay2018 pic.twitter.com/MbVfcBaK2r – à Musée de l'Armée"
"Échange avec les étudiantes et les étudiants de l' @ESCPeurope sur l' #Europe, le #climat, la #sécurité, la #justice sociale... Merci pour votre accueil ! pic.twitter.com/N6vsr2vVOm – à Escp Europe"
