tweet
Au programme jeudi prochain à l’@ISSEP_Lyon : les failles de notre système éducatif par un expert du sujet: J-P Brighelli. Inscription ouverte! https://twitter.com/ISSEP_Lyon/status/1087644786323013632 …
Tous mes vœux pour 2019! Retrouvez ma vidéo ici —> https://youtu.be/M3RFFSuBWYg 
"Pour bien débuter l’année, ne manquez pas la conférence de @jeansevillia  la semaine prochaine à l’ISSEP. https://twitter.com/ISSEP_Lyon/status/1082219299534708736 …"
Importance de la tradition de Noël : ma tribune dans le magazine @Valeurs Actuelles. pic.twitter.com/4g4qMWW5Xg
Merci pour votre soutien! Et bon réveillon à tous. https://twitter.com/ISSEP_Lyon/status/1079692661563498496 …
"La France chrétienne, racines et traditions : retrouvez ma tribune dans le dernier @Valeurs. pic.twitter.com/xCiIQmMs9B"
"Mêmes causes, mêmes effets : un islamiste d’origine immigrée, radicalisé, délinquant multirécidiviste en liberté, fiché S. L’histoire se répète. Tragiquement. Pensées et prières pour les victimes de l’attaque de #Strasbourg."
Retrouvez mon intervention sur l'union des droites à l'occasion de la soirée de lancement du @CercleAudace. https://youtu.be/ZdTwKAfovR0 
"Il y a quelques jours, j’interrogeais Eric#Zemmour sur son dernier ouvrage. Conférence à revoir ici: https://twitter.com/ISSEP_Lyon/status/1068415378823569408 …"
"Le gouvernement a voulu salir la mobilisation des milliers de #giletsjaunes dans toute la France avec une poignée de casseurs... d'extrême-gauche ! Une vraie manipulation. Moi aussi j’ai honte, honte de nos dirigeants. pic.twitter.com/cFdldjPDzX"
"J’avais trouvé @CCastaner assez minable comme adversaire aux régionales, il l’est encore davantage comme ministre de l’Intérieur en réprimant violemment les @giletsjaunes. Du jamais vu contre les casseurs black bloc, les prières de rue, les étudiants bloqueurs ou les zadistes."
"Demain je suis invitée par @ndchretiente pour présenter l’ISSEP, son programme et ses objectifs. Parents intéressés pour leurs enfants, futurs étudiants, Il est encore temps de s’inscrire! https://twitter.com/ndchretiente/status/1059432961194541056 …"
"Ce soir, nous aurons le plaisir d’accueillir Éric Zemmour à l’ISSEP. Venez nombreux faire dédicacer votre ouvrage. https://twitter.com/ISSEP_Lyon/status/1062425939823525888 …"
"En ce #11novembre, honneur à nos poilus, à nos troupes coloniales et aux soldats alliés, tombés il y a 100 ans, qui nous ont permis de rester Français. Honneur aux combattants qui ont survécu et aux femmes endeuillées qui ont relevé notre pays. pic.twitter.com/0havzPoX1Y"
"Vendredi prochain, l’ISSEP accueillera Ivan Rioufol, journaliste au Figaro, pour échanger sur les menaces qui pèsent sur la liberté d’expression. Venez nombreux! https://www.issep.fr/evenement/la-liberte-dexpression-avec-ivan-rioufol/ …"
 https://www.lesalonbeige.fr/issep-questions-a-marion-marechal/ …
"J’ai le grand plaisir d’accueillir aujourd’hui notre première promotion de magistère, dans les locaux de l’@ISSEP_Lyon. #Lyon pic.twitter.com/tltSonzPsX"
Je parle de l’ISSEP dans le journal espagnol El Confidencial. Découvrez mon interview: https://www.elconfidencial.com/mundo/2018-09-23/entrevista-marion-merechal-escuela-pensamiento-lyon_1619185/ …
